county,year,cnty_edu_pct,st_edu_pct,is_projected
Montgomery,2015,38.9,32.4,0
Montgomery,2016,40.0,32.9,0
Montgomery,2017,41.1,33.4,0
Montgomery,2018,41.6,33.9,0
Montgomery,2019,43.0,34.4,0
Montgomery,2020,43.2,35.0,0
Montgomery,2021,43.4,35.5,0
Montgomery,2022,44.7,36.0,0
Montgomery,2023,45.5,36.5,0
Montgomery,2024,46.4,37.0,0
Montgomery,2025,47.2,37.6,1
Montgomery,2026,47.8,38.1,1
Montgomery,2027,47.8,38.6,1
Montgomery,2028,49.7,39.1,1
Montour,2012,25.5,30.8,0
Montour,2013,26.0,31.3,0
Montour,2014,27.3,31.8,0
Montour,2015,27.2,32.4,0
Montour,2016,27.9,32.9,0
Montour,2017,28.4,33.4,0
Montour,2018,29.0,33.9,0
Montour,2019,30.2,34.4,0
Montour,2020,30.5,35.0,0
Montour,2021,31.2,35.5,0
Montour,2022,31.0,36.0,0
Montour,2023,31.4,36.5,0
Montour,2024,32.4,37.0,0
Montour,2025,32.3,37.6,1
Montour,2026,33.2,38.1,1
Montour,2027,34.0,38.6,1
Montour,2028,34.7,39.1,1
Northampton,2012,32.7,30.8,0
Northampton,2013,34.0,31.3,0
Northampton,2014,34.6,31.8,0
Northampton,2015,35.4,32.4,0
Northampton,2016,35.9,32.9,0
Northampton,2017,37.0,33.4,0
Northampton,2018,37.2,33.9,0
Northampton,2019,38.2,34.4,0
Northampton,2020,38.0,35.0,0
Northampton,2021,39.4,35.5,0
Northampton,2022,40.0,36.0,0
Northampton,2023,40.3,36.5,0
Northampton,2024,40.9,37.0,0
Northampton,2025,41.8,37.6,1
Northampton,2026,42.2,38.1,1
Northampton,2027,43.1,38.6,1
Northampton,2028,44.2,39.1,1
Northumberland,2012,30.4,30.8,0
Northumberland,2013,30.6,31.3,0
Northumberland,2014,31.2,31.8,0
Northumberland,2015,31.5,32.4,0
Northumberland,2016,32.2,32.9,0
Northumberland,2017,32.8,33.4,0
Northumberland,2018,34.0,33.9,0
Northumberland,2019,34.7,34.4,0
Northumberland,2020,34.6,35.0,0
Northumberland,2021,35.3,35.5,0
Northumberland,2022,35.5,36.0,0
Northumberland,2023,36.4,36.5,0
Northumberland,2024,36.6,37.0,0
Northumberland,2025,38.0,37.6,1
Northumberland,2026,38.4,38.1,1
Northumberland,2027,38.6,38.6,1
Northumberland,2028,39.3,39.1,1
Perry,2012,23.5,30.8,0
Perry,2013,24.0,31.3,0
Perry,2014,24.6,31.8,0
Perry,2015,24.6,32.4,0
Perry,2016,25.4,32.9,0
Perry,2017,25.7,33.4,0
Perry,2018,25.8,33.9,0
Perry,2019,26.6,34.4,0
Perry,2020,27.0,35.0,0
Perry,2021,27.5,35.5,0
Perry,2022,27.2,36.0,0
Perry,2023,27.7,36.5,0
Perry,2024,28.8,37.0,0
Perry,2025,28.7,37.6,1
Perry,2026,29.5,38.1,1
Perry,2027,30.1,38.6,1
Perry,2028,30.5,39.1,1
Philadelphia,2012,44.5,30.8,0
Philadelphia,2013,45.1,31.3,0
Philadelphia,2014,46.2,31.8,0
Philadelphia,2015,47.5,32.4,0
Philadelphia,2016,48.2,32.9,0
Philadelphia,2017,48.9,33.4,0
Philadelphia,2018,49.5,33.9,0
Philadelphia,2019,50.3,34.4,0
Philadelphia,2020,50.8,35.0,0
Philadelphia,2021,52.1,35.5,0
Philadelphia,2022,52.6,36.0,0
Philadelphia,2023,53.8,36.5,0
Philadelphia,2024,55.1,37.0,0
Philadelphia,2025,56.1,37.6,1
Philadelphia,2026,57.5,38.1,1
Philadelphia,2027,57.8,38.6,1
Philadelphia,2028,58.5,39.1,1
Pike,2012,29.1,30.8,0
Pike,2013,29.6,31.3,0
Pike,2014,29.5,31.8,0
Pike,2015,29.9,32.4,0
Pike,2016,30.6,32.9,0
Pike,2017,31.5,33.4,0
Pike,2018,32.0,33.9,0
Pike,2019,32.4,34.4,0
Pike,2020,33.0,35.0,0
Pike,2021,33.6,35.5,0
Pike,2022,34.0,36.0,0
Pike,2023,34.7,36.5,0
Pike,2024,35.9,37.0,0
Pike,2025,35.6,37.6,1
Pike,2026,35.9,38.1,1
Pike,2027,36.9,38.6,1
Pike,2028,37.3,39.1,1
Potter,2012,21.1,30.8,0
Potter,2013,21.9,31.3,0
Potter,2014,22.3,31.8,0
Potter,2015,22.8,32.4,0
Potter,2016,23.1,32.9,0
Potter,2017,24.1,33.4,0
Potter,2018,24.4,33.9,0
Potter,2019,24.8,34.4,0
Potter,2020,25.7,35.0,0
Potter,2021,26.4,35.5,0
Potter,2022,26.4,36.0,0
Potter,2023,27.3,36.5,0
Potter,2024,27.7,37.0,0
Potter,2025,27.8,37.6,1
Potter,2026,28.2,38.1,1
Potter,2027,28.6,38.6,1
Potter,2028,29.5,39.1,1
Schuylkill,2012,24.0,30.8,0
Schuylkill,2013,24.4,31.3,0
Schuylkill,2014,26.1,31.8,0
Schuylkill,2015,25.7,32.4,0
Schuylkill,2016,27.0,32.9,0
Schuylkill,2017,27.2,33.4,0
Schuylkill,2018,28.0,33.9,0
Schuylkill,2019,28.2,34.4,0
Schuylkill,2020,29.2,35.0,0
Schuylkill,2021,29.2,35.5,0
Schuylkill,2022,29.9,36.0,0
Schuylkill,2023,30.5,36.5,0
Schuylkill,2024,31.8,37.0,0
Schuylkill,2025,31.4,37.6,1
Schuylkill,2026,32.1,38.1,1
Schuylkill,2027,32.9,38.6,1
Schuylkill,2028,33.9,39.1,1
Snyder,2012,25.2,30.8,0
Snyder,2013,26.6,31.3,0
Snyder,2014,26.7,31.8,0
Snyder,2015,27.7,32.4,0
Snyder,2016,28.6,32.9,0
Snyder,2017,29.4,33.4,0
Snyder,2018,29.1,33.9,0
Snyder,2019,30.1,34.4,0
Snyder,2020,30.4,35.0,0
Snyder,2021,31.5,35.5,0
Snyder,2022,32.3,36.0,0
Snyder,2023,31.8,36.5,0
Snyder,2024,32.9,37.0,0
Snyder,2025,33.7,37.6,1
Snyder,2026,33.5,38.1,1
Snyder,2027,34.3,38.6,1
Snyder,2028,35.4,39.1,1
Somerset,2012,24.6,30.8,0
Somerset,2013,25.0,31.3,0
Somerset,2014,25.8,31.8,0
Somerset,2015,26.5,32.4,0
Somerset,2016,27.1,32.9,0
Somerset,2017,26.6,33.4,0
Somerset,2018,27.2,33.9,0
Somerset,2019,28.6,34.4,0
Somerset,2020,28.8,35.0,0
Somerset,2021,29.1,35.5,0
Somerset,2022,29.9,36.0,0
Somerset,2023,30.0,36.5,0
Somerset,2024,30.1,37.0,0
Somerset,2025,31.5,37.6,1
Somerset,2026,31.7,38.1,1
Somerset,2027,32.3,38.6,1
Somerset,2028,32.4,39.1,1
Sullivan,2012,24.6,30.8,0
Sullivan,2013,24.9,31.3,0
Sullivan,2014,25.3,31.8,0
Sullivan,2015,26.4,32.4,0
Sullivan,2016,26.2,32.9,0
Sullivan,2017,27.1,33.4,0
Sullivan,2018,27.4,33.9,0
Sullivan,2019,27.2,34.4,0
Sullivan,2020,27.9,35.0,0
Sullivan,2021,28.9,35.5,0
Sullivan,2022,29.6,36.0,0
Sullivan,2023,29.4,36.5,0
Sullivan,2024,29.7,37.0,0
Sullivan,2025,30.5,37.6,1
Sullivan,2026,30.6,38.1,1
Sullivan,2027,31.5,38.6,1
Sullivan,2028,32.0,39.1,1
Susquehanna,2012,22.3,30.8,0
Susquehanna,2013,22.4,31.3,0
Susquehanna,2014,23.5,31.8,0
Susquehanna,2015,23.4,32.4,0
Susquehanna,2016,24.5,32.9,0
Susquehanna,2017,24.5,33.4,0
Susquehanna,2018,25.5,33.9,0
Susquehanna,2019,25.9,34.4,0
Susquehanna,2020,26.3,35.0,0
Susquehanna,2021,26.4,35.5,0
Susquehanna,2022,27.1,36.0,0
Susquehanna,2023,28.0,36.5,0
Susquehanna,2024,29.2,37.0,0
Susquehanna,2025,28.6,37.6,1
Susquehanna,2026,29.6,38.1,1
Susquehanna,2027,30.0,38.6,1
Susquehanna,2028,30.5,39.1,1
Tioga,2012,26.0,30.8,0
Tioga,2013,26.0,31.3,0
Tioga,2014,27.1,31.8,0
Tioga,2015,27.0,32.4,0
Tioga,2016,26.9,32.9,0
Tioga,2017,28.6,33.4,0
Tioga,2018,27.9,33.9,0
Tioga,2019,29.1,34.4,0
Tioga,2020,29.7,35.0,0
Tioga,2021,30.6,35.5,0
Tioga,2022,30.0,36.0,0
Tioga,2023,30.8,36.5,0
Tioga,2024,31.2,37.0,0
Tioga,2025,31.2,37.6,1
Tioga,2026,32.1,38.1,1
Tioga,2027,33.0,38.6,1
Tioga,2028,33.0,39.1,1
Union,2012,23.8,30.8,0
Union,2013,24.6,31.3,0
Union,2014,25.5,31.8,0
Union,2015,25.5,32.4,0
Union,2016,26.1,32.9,0
Union,2017,26.7,33.4,0
Union,2018,27.4,33.9,0
Union,2019,28.0,34.4,0
Union,2020,28.0,35.0,0
Union,2021,28.7,35.5,0
Union,2022,29.4,36.0,0
Union,2023,29.6,36.5,0
Union,2024,30.0,37.0,0
Union,2025,30.2,37.6,1
Union,2026,31.1,38.1,1
Union,2027,31.2,38.6,1
Union,2028,32.4,39.1,1
Venango,2012,23.9,30.8,0
Venango,2013,23.5,31.3,0
Venango,2014,24.2,31.8,0
Venango,2015,25.3,32.4,0
Venango,2016,26.0,32.9,0
Venango,2017,26.0,33.4,0
Venango,2018,26.6,33.9,0
Venango,2019,27.5,34.4,0
Venango,2020,28.3,35.0,0
Venango,2021,28.7,35.5,0
Venango,2022,29.9,36.0,0
Venango,2023,29.7,36.5,0
Venango,2024,30.1,37.0,0
Venango,2025,31.3,37.6,1
Venango,2026,31.8,38.1,1
Venango,2027,32.1,38.6,1
Venango,2028,33.1,39.1,1
Warren,2012,26.6,30.8,0
Warren,2013,27.6,31.3,0
Warren,2014,28.2,31.8,0
Warren,2015,28.6,32.4,0
Warren,2016,28.7,32.9,0
Warren,2017,29.5,33.4,0
Warren,2018,30.6,33.9,0
Warren,2019,31.4,34.4,0
Warren,2020,32.0,35.0,0
Warren,2021,31.8,35.5,0
Warren,2022,32.8,36.0,0
Warren,2023,33.6,36.5,0
Warren,2024,33.5,37.0,0
Warren,2025,34.1,37.6,1
Warren,2026,35.0,38.1,1
Warren,2027,35.7,38.6,1
Warren,2028,35.9,39.1,1
Washington,2012,30.2,30.8,0
Washington,2013,30.4,31.3,0
Washington,2014,31.6,31.8,0
Washington,2015,32.5,32.4,0
Washington,2016,32.8,32.9,0
Washington,2017,33.0,33.4,0
Washington,2018,33.8,33.9,0
Washington,2019,34.9,34.4,0
Washington,2020,34.9,35.0,0
Washington,2021,36.3,35.5,0
Washington,2022,36.4,36.0,0
Washington,2023,37.0,36.5,0
Washington,2024,37.5,37.0,0
Washington,2025,38.6,37.6,1
Washington,2026,38.5,38.1,1
Washington,2027,39.0,38.6,1
Washington,2028,39.4,39.1,1
Wayne,2012,26.2,30.8,0
Wayne,2013,26.8,31.3,0
Wayne,2014,26.9,31.8,0
Wayne,2015,27.4,32.4,0
Wayne,2016,28.1,32.9,0
Wayne,2017,28.6,33.4,0
Wayne,2018,29.2,33.9,0
Wayne,2019,29.1,34.4,0
Wayne,2020,30.5,35.0,0
Wayne,2021,30.7,35.5,0
Wayne,2022,31.5,36.0,0
Wayne,2023,31.9,36.5,0
Wayne,2024,32.3,37.0,0
Wayne,2025,32.6,37.6,1
Wayne,2026,33.6,38.1,1
Wayne,2027,34.1,38.6,1
Wayne,2028,34.7,39.1,1
Westmoreland,2012,33.8,30.8,0
Westmoreland,2013,34.3,31.3,0
Westmoreland,2014,34.6,31.8,0
Westmoreland,2015,36.2,32.4,0
Westmoreland,2016,36.3,32.9,0
Westmoreland,2017,36.6,33.4,0
Westmoreland,2018,37.7,33.9,0
Westmoreland,2019,38.3,34.4,0
Westmoreland,2020,38.9,35.0,0
Westmoreland,2021,40.3,35.5,0
Westmoreland,2022,40.2,36.0,0
Westmoreland,2023,41.3,36.5,0
Westmoreland,2024,41.2,37.0,0
Westmoreland,2025,41.8,37.6,1
Westmoreland,2026,42.7,38.1,1
Westmoreland,2027,43.4,38.6,1
Westmoreland,2028,43.8,39.1,1
Wyoming,2012,23.6,30.8,0
Wyoming,2013,23.2,31.3,0
Wyoming,2014,24.0,31.8,0
Wyoming,2015,25.2,32.4,0
Wyoming,2016,24.9,32.9,0
Wyoming,2017,26.1,33.4,0
Wyoming,2018,26.5,33.9,0
Wyoming,2019,26.8,34.4,0
Wyoming,2020,27.8,35.0,0
Wyoming,2021,28.3,35.5,0
Wyoming,2022,28.2,36.0,0
Wyoming,2023,29.0,36.5,0
Wyoming,2024,30.0,37.0,0
Wyoming,2025,30.1,37.6,1
Wyoming,2026,31.1,38.1,1
Wyoming,2027,32.3,38.6,1
Wyoming,2028,32.0,39.1,1
York,2012,30.7,30.8,0
York,2013,30.7,31.3,0
York,2014,32.2,31.8,0
York,2015,32.7,32.4,0
York,2016,32.5,32.9,0
York,2017,34.0,33.4,0
York,2018,34.8,33.9,0
York,2019,34.8,34.4,0
York,2020,36.2,35.0,0
York,2021,36.6,35.5,0
York,2022,37.4,36.0,0
York,2023,37.1,36.5,0
York,2024,38.8,37.0,0
York,2025,39.2,37.6,1
York,2026,39.1,38.1,1
York,2027,40.3,38.6,1
York,2028,41.2,39.1,1
